"rollno","name","age","grade","department"
"R15801","Student15801",22,"A","CS"
"R15802","Student15802",20,"B","Civil"
"R15803","Student15803",26,"A","Mech"
"R15804","Student15804",23,"C","ECE"
"R15805","Student15805",19,"A","Civil"
"R15806","Student15806",19,"A","ECE"
"R15807","Student15807",27,"D","IT"
"R15808","Student15808",28,"F","ECE"
"R15809","Student15809",29,"D","CS"
"R15810","Student15810",28,"F","ECE"
"R15811","Student15811",20,"C","Mech"
"R15812","Student15812",23,"F","IT"
"R15813","Student15813",21,"F","IT"
"R15814","Student15814",26,"B","ECE"
"R15815","Student15815",30,"A","Civil"
"R15816","Student15816",21,"B","Civil"
"R15817","Student15817",21,"C","CS"
"R15818","Student15818",25,"D","Mech"
"R15819","Student15819",21,"C","Mech"
"R15820","Student15820",18,"F","Civil"
"R15821","Student15821",30,"B","CS"
"R15822","Student15822",30,"C","Civil"
"R15823","Student15823",22,"C","ECE"
"R15824","Student15824",28,"F","IT"
"R15825","Student15825",21,"D","Mech"
"R15826","Student15826",29,"F","Civil"
"R15827","Student15827",23,"B","ECE"
"R15828","Student15828",24,"D","IT"
"R15829","Student15829",21,"B","Civil"
"R15830","Student15830",28,"C","CS"
"R15831","Student15831",30,"A","Mech"
"R15832","Student15832",18,"F","Mech"
"R15833","Student15833",30,"B","IT"
"R15834","Student15834",22,"B","IT"
"R15835","Student15835",24,"F","Mech"
"R15836","Student15836",25,"A","CS"
"R15837","Student15837",22,"F","IT"
"R15838","Student15838",22,"B","Mech"
"R15839","Student15839",27,"C","Civil"
"R15840","Student15840",23,"F","IT"
"R15841","Student15841",27,"A","CS"
"R15842","Student15842",18,"A","IT"
"R15843","Student15843",27,"B","ECE"
"R15844","Student15844",25,"F","Civil"
"R15845","Student15845",25,"A","CS"
"R15846","Student15846",26,"D","CS"
"R15847","Student15847",19,"B","CS"
"R15848","Student15848",23,"B","Mech"
"R15849","Student15849",19,"D","Mech"
"R15850","Student15850",21,"D","Civil"
"R15851","Student15851",19,"A","Mech"
"R15852","Student15852",24,"A","IT"
"R15853","Student15853",19,"B","Mech"
"R15854","Student15854",24,"B","ECE"
"R15855","Student15855",27,"C","Civil"
"R15856","Student15856",29,"A","IT"
"R15857","Student15857",26,"C","CS"
"R15858","Student15858",27,"A","ECE"
"R15859","Student15859",19,"B","ECE"
"R15860","Student15860",19,"B","ECE"
"R15861","Student15861",26,"B","IT"
"R15862","Student15862",24,"D","CS"
"R15863","Student15863",21,"A","Mech"
"R15864","Student15864",22,"A","CS"
"R15865","Student15865",29,"B","IT"
"R15866","Student15866",27,"C","ECE"
"R15867","Student15867",20,"F","CS"
"R15868","Student15868",20,"F","Mech"
"R15869","Student15869",28,"A","ECE"
"R15870","Student15870",18,"B","Mech"
"R15871","Student15871",22,"F","Civil"
"R15872","Student15872",24,"A","CS"
"R15873","Student15873",26,"D","IT"
"R15874","Student15874",18,"B","ECE"
"R15875","Student15875",24,"A","Civil"
"R15876","Student15876",29,"A","Mech"
"R15877","Student15877",27,"F","CS"
"R15878","Student15878",24,"C","Mech"
"R15879","Student15879",19,"B","ECE"
"R15880","Student15880",25,"B","Civil"
"R15881","Student15881",23,"B","Mech"
"R15882","Student15882",20,"C","Civil"
"R15883","Student15883",19,"A","Civil"
"R15884","Student15884",19,"D","IT"
"R15885","Student15885",26,"B","Civil"
"R15886","Student15886",20,"F","Civil"
"R15887","Student15887",19,"D","Mech"
"R15888","Student15888",29,"A","CS"
"R15889","Student15889",24,"A","CS"
"R15890","Student15890",29,"C","Civil"
"R15891","Student15891",26,"C","Mech"
"R15892","Student15892",18,"B","Civil"
"R15893","Student15893",18,"F","Mech"
"R15894","Student15894",26,"B","Mech"
"R15895","Student15895",28,"C","IT"
"R15896","Student15896",20,"D","CS"
"R15897","Student15897",29,"F","ECE"
"R15898","Student15898",24,"D","ECE"
"R15899","Student15899",26,"D","CS"
"R15900","Student15900",30,"B","IT"
"R15901","Student15901",26,"A","ECE"
"R15902","Student15902",24,"F","IT"
"R15903","Student15903",18,"A","ECE"
"R15904","Student15904",30,"F","ECE"
"R15905","Student15905",27,"D","CS"
"R15906","Student15906",20,"A","IT"
"R15907","Student15907",27,"A","ECE"
"R15908","Student15908",20,"B","Mech"
"R15909","Student15909",22,"F","Mech"
"R15910","Student15910",26,"C","ECE"
"R15911","Student15911",29,"B","ECE"
"R15912","Student15912",25,"A","ECE"
"R15913","Student15913",22,"A","CS"
"R15914","Student15914",30,"D","CS"
"R15915","Student15915",25,"C","Civil"
"R15916","Student15916",21,"A","IT"
"R15917","Student15917",28,"A","ECE"
"R15918","Student15918",25,"D","Mech"
"R15919","Student15919",25,"F","ECE"
"R15920","Student15920",26,"D","IT"
"R15921","Student15921",22,"F","ECE"
"R15922","Student15922",29,"A","Civil"
"R15923","Student15923",29,"D","IT"
"R15924","Student15924",28,"A","ECE"
"R15925","Student15925",20,"C","Mech"
"R15926","Student15926",21,"F","ECE"
"R15927","Student15927",26,"F","ECE"
"R15928","Student15928",29,"D","Mech"
"R15929","Student15929",30,"C","IT"
"R15930","Student15930",22,"D","Civil"
"R15931","Student15931",30,"A","IT"
"R15932","Student15932",27,"F","ECE"
"R15933","Student15933",28,"A","Mech"
"R15934","Student15934",23,"B","Civil"
"R15935","Student15935",27,"F","Mech"
"R15936","Student15936",30,"A","IT"
"R15937","Student15937",23,"A","Civil"
"R15938","Student15938",21,"F","Mech"
"R15939","Student15939",22,"C","CS"
"R15940","Student15940",29,"A","Mech"
"R15941","Student15941",26,"D","CS"
"R15942","Student15942",27,"C","Civil"
"R15943","Student15943",22,"D","IT"
"R15944","Student15944",30,"F","Mech"
"R15945","Student15945",19,"D","Mech"
"R15946","Student15946",28,"B","CS"
"R15947","Student15947",18,"F","ECE"
"R15948","Student15948",19,"F","Mech"
"R15949","Student15949",29,"F","ECE"
"R15950","Student15950",27,"A","ECE"
"R15951","Student15951",21,"D","Mech"
"R15952","Student15952",24,"A","CS"
"R15953","Student15953",26,"F","Mech"
"R15954","Student15954",19,"B","ECE"
"R15955","Student15955",20,"C","Civil"
"R15956","Student15956",22,"B","Mech"
"R15957","Student15957",20,"C","Civil"
"R15958","Student15958",26,"C","IT"
"R15959","Student15959",21,"C","Mech"
"R15960","Student15960",29,"A","Civil"
"R15961","Student15961",30,"A","Civil"
"R15962","Student15962",23,"A","Civil"
"R15963","Student15963",18,"C","Civil"
"R15964","Student15964",22,"F","Civil"
"R15965","Student15965",18,"C","IT"
"R15966","Student15966",27,"B","IT"
"R15967","Student15967",26,"D","ECE"
"R15968","Student15968",21,"A","ECE"
"R15969","Student15969",23,"B","IT"
"R15970","Student15970",20,"D","CS"
"R15971","Student15971",27,"A","CS"
"R15972","Student15972",23,"B","Civil"
"R15973","Student15973",20,"B","ECE"
"R15974","Student15974",18,"C","ECE"
"R15975","Student15975",26,"B","Mech"
"R15976","Student15976",24,"B","CS"
"R15977","Student15977",18,"F","ECE"
"R15978","Student15978",26,"A","ECE"
"R15979","Student15979",21,"C","IT"
"R15980","Student15980",28,"C","IT"
"R15981","Student15981",26,"C","ECE"
"R15982","Student15982",19,"F","Civil"
"R15983","Student15983",21,"C","Civil"
"R15984","Student15984",21,"B","Mech"
"R15985","Student15985",23,"B","Civil"
"R15986","Student15986",23,"A","ECE"
"R15987","Student15987",23,"B","Mech"
"R15988","Student15988",30,"F","Mech"
"R15989","Student15989",23,"A","IT"
"R15990","Student15990",25,"A","CS"
"R15991","Student15991",18,"A","IT"
"R15992","Student15992",25,"F","CS"
"R15993","Student15993",23,"B","Civil"
"R15994","Student15994",25,"D","IT"
"R15995","Student15995",25,"B","Mech"
"R15996","Student15996",28,"D","ECE"
"R15997","Student15997",25,"A","Mech"
"R15998","Student15998",28,"F","CS"
"R15999","Student15999",19,"D","Civil"
"R16000","Student16000",21,"D","Civil"
"R16001","Student16001",19,"B","Civil"
"R16002","Student16002",29,"A","CS"
"R16003","Student16003",28,"F","Mech"
"R16004","Student16004",19,"B","CS"
"R16005","Student16005",27,"F","Mech"
"R16006","Student16006",30,"D","Mech"
"R16007","Student16007",22,"F","CS"
"R16008","Student16008",23,"D","Civil"
"R16009","Student16009",29,"D","Civil"
"R16010","Student16010",21,"C","Mech"
"R16011","Student16011",22,"D","CS"
"R16012","Student16012",24,"F","Civil"
"R16013","Student16013",27,"A","CS"
"R16014","Student16014",23,"C","ECE"
"R16015","Student16015",24,"F","IT"
"R16016","Student16016",24,"A","Civil"
"R16017","Student16017",28,"B","Mech"
"R16018","Student16018",19,"B","Civil"
"R16019","Student16019",25,"D","Civil"
"R16020","Student16020",28,"D","Mech"
"R16021","Student16021",23,"F","Mech"
"R16022","Student16022",18,"C","Civil"
"R16023","Student16023",28,"A","ECE"
"R16024","Student16024",20,"A","Civil"
"R16025","Student16025",22,"B","Civil"
"R16026","Student16026",18,"B","Civil"
"R16027","Student16027",23,"B","Mech"
"R16028","Student16028",26,"D","Mech"
"R16029","Student16029",20,"A","CS"
"R16030","Student16030",28,"C","CS"
"R16031","Student16031",20,"D","CS"
"R16032","Student16032",21,"D","ECE"
"R16033","Student16033",23,"D","Civil"
"R16034","Student16034",28,"F","CS"
"R16035","Student16035",23,"F","Civil"
"R16036","Student16036",19,"B","ECE"
"R16037","Student16037",28,"B","CS"
"R16038","Student16038",26,"F","ECE"
"R16039","Student16039",28,"C","IT"
"R16040","Student16040",18,"C","IT"
"R16041","Student16041",18,"B","Civil"
"R16042","Student16042",22,"A","CS"
"R16043","Student16043",20,"B","Mech"
"R16044","Student16044",22,"F","ECE"
"R16045","Student16045",29,"A","Mech"
"R16046","Student16046",19,"D","ECE"
"R16047","Student16047",19,"F","CS"
"R16048","Student16048",30,"A","IT"
"R16049","Student16049",30,"C","IT"
"R16050","Student16050",27,"C","Mech"
"R16051","Student16051",29,"C","ECE"
"R16052","Student16052",23,"D","ECE"
"R16053","Student16053",27,"B","CS"
"R16054","Student16054",19,"A","IT"
"R16055","Student16055",23,"F","Civil"
"R16056","Student16056",26,"D","ECE"
"R16057","Student16057",24,"A","Mech"
"R16058","Student16058",20,"C","ECE"
"R16059","Student16059",21,"D","ECE"
"R16060","Student16060",21,"B","Civil"
"R16061","Student16061",22,"A","CS"
"R16062","Student16062",28,"C","Mech"
"R16063","Student16063",27,"B","CS"
"R16064","Student16064",28,"A","Mech"
"R16065","Student16065",25,"D","IT"
"R16066","Student16066",26,"F","IT"
"R16067","Student16067",22,"A","ECE"
"R16068","Student16068",21,"C","Mech"
"R16069","Student16069",25,"D","Mech"
"R16070","Student16070",24,"D","ECE"
"R16071","Student16071",20,"B","ECE"
"R16072","Student16072",26,"B","Mech"
"R16073","Student16073",18,"B","Civil"
"R16074","Student16074",18,"C","IT"
"R16075","Student16075",28,"F","Civil"
"R16076","Student16076",23,"B","Civil"
"R16077","Student16077",28,"F","Civil"
"R16078","Student16078",24,"D","ECE"
"R16079","Student16079",23,"A","ECE"
"R16080","Student16080",23,"D","Mech"
"R16081","Student16081",25,"A","CS"
"R16082","Student16082",30,"B","IT"
"R16083","Student16083",20,"A","Civil"
"R16084","Student16084",21,"B","Civil"
"R16085","Student16085",28,"D","Mech"
"R16086","Student16086",29,"A","Civil"
"R16087","Student16087",27,"D","CS"
"R16088","Student16088",18,"A","Civil"
"R16089","Student16089",28,"D","ECE"
"R16090","Student16090",21,"F","Civil"
"R16091","Student16091",29,"D","IT"
"R16092","Student16092",23,"D","IT"
"R16093","Student16093",30,"D","CS"
"R16094","Student16094",20,"F","Mech"
"R16095","Student16095",26,"C","Mech"
"R16096","Student16096",19,"A","Mech"
"R16097","Student16097",20,"F","CS"
"R16098","Student16098",29,"F","Mech"
"R16099","Student16099",26,"F","Civil"
"R16100","Student16100",28,"F","IT"
"R16101","Student16101",27,"D","Civil"
"R16102","Student16102",25,"D","Mech"
"R16103","Student16103",23,"A","Mech"
"R16104","Student16104",21,"B","Mech"
"R16105","Student16105",20,"C","ECE"
"R16106","Student16106",22,"F","IT"
"R16107","Student16107",29,"B","CS"
"R16108","Student16108",30,"B","Civil"
"R16109","Student16109",25,"A","Mech"
"R16110","Student16110",24,"A","Civil"
"R16111","Student16111",21,"A","Civil"
"R16112","Student16112",20,"F","Mech"
"R16113","Student16113",22,"A","Mech"
"R16114","Student16114",28,"F","Mech"
"R16115","Student16115",19,"C","ECE"
"R16116","Student16116",18,"B","IT"
"R16117","Student16117",29,"C","IT"
"R16118","Student16118",19,"B","Mech"
"R16119","Student16119",23,"C","ECE"
"R16120","Student16120",19,"A","CS"
"R16121","Student16121",28,"D","CS"
"R16122","Student16122",27,"D","CS"
"R16123","Student16123",30,"C","CS"
"R16124","Student16124",24,"B","Mech"
"R16125","Student16125",28,"B","Mech"
"R16126","Student16126",25,"F","Mech"
"R16127","Student16127",18,"B","IT"
"R16128","Student16128",27,"D","IT"
"R16129","Student16129",26,"C","CS"
"R16130","Student16130",29,"D","CS"
"R16131","Student16131",19,"A","Civil"
"R16132","Student16132",20,"C","IT"
"R16133","Student16133",30,"F","IT"
"R16134","Student16134",25,"D","ECE"
"R16135","Student16135",21,"A","Civil"
"R16136","Student16136",23,"A","Mech"
"R16137","Student16137",29,"C","CS"
"R16138","Student16138",25,"A","IT"
"R16139","Student16139",18,"D","Civil"
"R16140","Student16140",25,"B","Civil"
"R16141","Student16141",23,"F","CS"
"R16142","Student16142",22,"A","IT"
"R16143","Student16143",19,"D","IT"
"R16144","Student16144",18,"C","Civil"
"R16145","Student16145",28,"B","IT"
"R16146","Student16146",26,"F","Civil"
"R16147","Student16147",29,"A","ECE"
"R16148","Student16148",25,"C","CS"
"R16149","Student16149",23,"F","ECE"
"R16150","Student16150",21,"C","Mech"
"R16151","Student16151",23,"A","ECE"
"R16152","Student16152",22,"C","Mech"
"R16153","Student16153",23,"D","Civil"
"R16154","Student16154",24,"D","Civil"
"R16155","Student16155",22,"F","Civil"
"R16156","Student16156",20,"D","Civil"
"R16157","Student16157",22,"F","ECE"
"R16158","Student16158",26,"D","Civil"
"R16159","Student16159",23,"B","CS"
"R16160","Student16160",21,"F","ECE"
"R16161","Student16161",21,"C","Mech"
"R16162","Student16162",29,"D","CS"
"R16163","Student16163",28,"F","IT"
"R16164","Student16164",20,"C","IT"
"R16165","Student16165",30,"D","Mech"
"R16166","Student16166",25,"A","IT"
"R16167","Student16167",26,"B","CS"
"R16168","Student16168",19,"C","CS"
"R16169","Student16169",30,"F","Civil"
"R16170","Student16170",30,"A","Civil"
"R16171","Student16171",20,"C","CS"
"R16172","Student16172",30,"B","IT"
"R16173","Student16173",19,"F","ECE"
"R16174","Student16174",30,"A","ECE"
"R16175","Student16175",18,"C","ECE"
"R16176","Student16176",29,"C","ECE"
"R16177","Student16177",27,"A","Civil"
"R16178","Student16178",27,"B","IT"
"R16179","Student16179",29,"D","Mech"
"R16180","Student16180",28,"C","Mech"
"R16181","Student16181",28,"F","Mech"
"R16182","Student16182",29,"B","Mech"
"R16183","Student16183",27,"C","Mech"
"R16184","Student16184",30,"A","IT"
"R16185","Student16185",25,"A","CS"
"R16186","Student16186",29,"D","CS"
"R16187","Student16187",19,"B","CS"
"R16188","Student16188",20,"A","IT"
"R16189","Student16189",30,"C","CS"
"R16190","Student16190",28,"B","IT"
"R16191","Student16191",23,"A","CS"
"R16192","Student16192",19,"A","IT"
"R16193","Student16193",19,"C","Civil"
"R16194","Student16194",21,"B","CS"
"R16195","Student16195",19,"A","ECE"
"R16196","Student16196",26,"A","IT"
"R16197","Student16197",25,"A","Civil"
"R16198","Student16198",20,"B","Civil"
"R16199","Student16199",27,"A","Civil"
"R16200","Student16200",24,"C","Civil"
"R16201","Student16201",27,"F","CS"
"R16202","Student16202",20,"C","Mech"
"R16203","Student16203",25,"A","Civil"
"R16204","Student16204",29,"C","ECE"
"R16205","Student16205",29,"D","Civil"
"R16206","Student16206",20,"C","CS"
"R16207","Student16207",18,"D","Civil"
"R16208","Student16208",24,"D","ECE"
"R16209","Student16209",28,"F","IT"
"R16210","Student16210",26,"A","CS"
"R16211","Student16211",27,"F","IT"
"R16212","Student16212",26,"C","ECE"
"R16213","Student16213",23,"F","CS"
"R16214","Student16214",27,"A","Civil"
"R16215","Student16215",19,"C","CS"
"R16216","Student16216",24,"F","ECE"
"R16217","Student16217",28,"D","IT"
"R16218","Student16218",27,"A","CS"
"R16219","Student16219",20,"D","CS"
"R16220","Student16220",28,"F","Mech"
"R16221","Student16221",28,"F","ECE"
"R16222","Student16222",25,"B","Civil"
"R16223","Student16223",19,"A","Civil"
"R16224","Student16224",23,"C","ECE"
"R16225","Student16225",21,"F","Mech"
"R16226","Student16226",22,"C","Civil"
"R16227","Student16227",29,"A","CS"
"R16228","Student16228",25,"D","ECE"
"R16229","Student16229",23,"A","Mech"
"R16230","Student16230",29,"D","Civil"
"R16231","Student16231",19,"F","CS"
"R16232","Student16232",18,"C","ECE"
"R16233","Student16233",25,"A","Mech"
"R16234","Student16234",20,"D","ECE"
"R16235","Student16235",25,"B","Mech"
"R16236","Student16236",27,"B","ECE"
"R16237","Student16237",20,"F","ECE"
"R16238","Student16238",21,"B","IT"
"R16239","Student16239",25,"A","Civil"
"R16240","Student16240",29,"D","Civil"
"R16241","Student16241",30,"B","CS"
"R16242","Student16242",25,"D","Mech"
"R16243","Student16243",27,"C","Civil"
"R16244","Student16244",18,"A","IT"
"R16245","Student16245",20,"D","Mech"
"R16246","Student16246",26,"F","IT"
"R16247","Student16247",24,"F","CS"
"R16248","Student16248",19,"C","IT"
"R16249","Student16249",18,"B","IT"
"R16250","Student16250",18,"C","IT"
"R16251","Student16251",22,"D","Mech"
"R16252","Student16252",21,"F","Civil"
"R16253","Student16253",18,"F","Mech"
"R16254","Student16254",26,"A","Civil"
"R16255","Student16255",27,"C","Mech"
"R16256","Student16256",27,"B","Civil"
"R16257","Student16257",26,"B","CS"
"R16258","Student16258",24,"C","CS"
"R16259","Student16259",29,"F","ECE"
"R16260","Student16260",29,"F","Civil"
"R16261","Student16261",27,"D","ECE"
"R16262","Student16262",29,"B","ECE"
"R16263","Student16263",25,"B","Civil"
"R16264","Student16264",29,"C","Mech"
"R16265","Student16265",22,"A","IT"
"R16266","Student16266",20,"C","ECE"
"R16267","Student16267",18,"D","Civil"
"R16268","Student16268",20,"D","CS"
"R16269","Student16269",20,"D","Mech"
"R16270","Student16270",21,"C","Civil"
"R16271","Student16271",18,"B","ECE"
"R16272","Student16272",29,"C","Civil"
"R16273","Student16273",28,"C","ECE"
"R16274","Student16274",19,"D","Civil"
"R16275","Student16275",23,"D","IT"
"R16276","Student16276",30,"F","IT"
"R16277","Student16277",28,"C","ECE"
"R16278","Student16278",20,"B","Civil"
"R16279","Student16279",24,"F","CS"
"R16280","Student16280",30,"B","Civil"
"R16281","Student16281",24,"D","IT"
"R16282","Student16282",27,"A","ECE"
"R16283","Student16283",23,"C","Civil"
"R16284","Student16284",30,"A","Civil"
"R16285","Student16285",25,"C","IT"
"R16286","Student16286",28,"C","Civil"
"R16287","Student16287",28,"B","Civil"
"R16288","Student16288",25,"F","Civil"
"R16289","Student16289",24,"F","IT"
"R16290","Student16290",27,"F","ECE"
"R16291","Student16291",26,"B","IT"
"R16292","Student16292",22,"B","IT"
"R16293","Student16293",21,"D","Civil"
"R16294","Student16294",30,"F","IT"
"R16295","Student16295",19,"D","Civil"
